376000	2293000
326000	2288000
287000	2204000
264000	2098000
249000	1936000
246000	1962000
262000	1864000
254000	1831000
249000	1767000
323000	1739000
262000	1862000
287000	1819000
280000	1847000
302000	1812000
286000	1918000
345000	1854000
350000	2204000
427000	2220000
427000	2312000
390000	2360000
447000	2332000
515000	2719000
559000	3041000
680000	2980000
488000	3064000
423000	3061000
424000	3039000
418000	3018000
384000	3013000
364000	3146000
358000	3033000
346000	2900000
315000	2771000
296000	2660000
300000	2556000
449000	2504000
424000	2542000
340000	2446000
303000	2317000
307000	2195000
290000	2127000
280000	2067000
287000	1970000
262000	2052000
322000	1987000
312000	1997000
343000	2010000
366000	1958000
458000	2277000
446000	2333000
445000	2278000
417000	2298000
428000	2338000
360000	2353000
329000	2290000
313000	2219000
312000	2064000
285000	2107000
311000	2039000
309000	1987000
303000	1964000
379000	1924000
335000	2074000
342000	2059000
353000	2120000
372000	2145000
392000	2189000
401000	2201000
379000	2627000
513000	2615000
521000	2707000
455000	2756000
580000	2680000
596000	3161000
574000	3619000
804000	3498000
648000	3546000
515000	3498000
471000	3543000
493000	3492000
418000	3492000
415000	3596000
407000	3486000
413000	3475000
398000	3413000
392000	3337000
399000	3223000
451000	3245000
535000	3320000
495000	3292000
482000	3272000
491000	3241000
526000	3300000
539000	3347000
525000	3277000
477000	3489000
562000	3459000
511000	3448000
529000	3489000
563000	3384000
584000	3663000
643000	3803000
628000	3729000
569000	3635000
536000	3608000
494000	3601000
435000	3488000
410000	3366000
397000	3136000
374000	3242000
414000	3123000
381000	3063000
363000	2984000
410000	2931000
417000	2854000
355000	2939000
384000	2943000
395000	2862000
416000	2840000
403000	3027000
440000	2780000
407000	3286000
534000	3154000
481000	3241000
499000	2932000
546000	3477000
580000	4125000
839000	3930000
638000	3878000
521000	3744000
490000	3710000
500000	3593000
439000	3704000
430000	3769000
432000	3608000
414000	3550000
385000	3464000
365000	3343000
356000	3262000
383000	3147000
401000	3028000
350000	2980000
379000	2960000
342000	2862000
369000	2793000
340000	2703000
342000	2544000
301000	2691000
384000	2632000
367000	2593000
376000	2577000
387000	2552000
430000	2672000
516000	2815000
481000	2770000
429000	2718000
444000	2711000
419000	2769000
369000	2713000
351000	2625000
352000	2572000
396000	2386000
331000	2598000
392000	2484000
392000	2487000
416000	2453000
476000	2450000
408000	2633000
450000	2642000
479000	2699000
534000	2722000
483000	3077000
522000	2844000
535000	3510000
726000	3506000
657000	3549000
644000	3466000
702000	3921000
694300	4547000
1073500	4334000
761700	4611000
771200	4524000
692300	4396000
671000	4383000
532800	4194000
522900	4485000
536300	4443000
566300	4385000
515100	4328000
510500	4288000
501500	4233000
516600	4104000
606300	4169000
540300	4173000
518600	4032000
475600	3880000
516500	3855000
486500	3777000
486300	3711000
485800	3557000
478600	3794000
541600	3742000
508100	3690000
507700	3685000
594400	3600000
631400	4013000
647000	3997000
576100	3927000
562600	3834000
569200	3893000
536400	3901000
510400	3834000
502300	3802000
537600	3565000
467700	3834000
559500	3701000
535000	3683000
565600	3720000
638100	3674000
540300	3899000
577600	3872000
576800	3891000
604800	3846000
546700	4221000
650400	3840000
574100	4597000
709400	4460000
638200	4475000
598000	4273000
653600	4535000
745100	5112000
976600	5017000
773600	4982000
650600	4866000
597700	4867000
594200	4718000
525100	4876000
506300	4593000
448700	4869000
497400	4620000
459700	4568000
427500	4387000
422100	4262000
423000	4164000
509700	4120000
464800	3945000
431300	3848000
399900	3658000
435000	3582000
385200	3451000
380300	3369000
373000	3071000
351100	3291000
390100	3120000
369200	3101000
383500	3054000
397400	2785000
451900	3208000
459400	3117000
428300	2982000
383400	2943000
382500	2886000
382300	2858000
356900	2782000
323600	2715000
328800	2474000
288700	2596000
326900	2461000
324700	2399000
318500	2332000
390500	2263000
319900	2435000
354900	2360000
356400	2405000
398200	2203000
347300	2551000
431900	2313000
362900	2785000
458400	2709000
442900	2710000
414600	2762000
496800	2704000
558900	3080000
621600	3397000
637900	3195000
475100	3239000
448500	3210000
408400	3134000
381500	3078000
349300	2958000
329100	3111000
350500	3008000
344000	2946000
323500	2875000
317600	2779000
291400	2707000
390300	2622000
330800	2558000
326500	2491000
309300	2425000
318900	2338000
312100	2284000
294200	2213000
292700	2054000
268700	2212000
333800	2161000
309900	2140000
316800	2115000
329000	2005000
432500	2343000
435900	2334000
396200	2231000
343800	2203000
348100	2194000
328100	2208000
321000	2169000
303300	2142000
303500	1960000
289300	2120000
320700	2017000
313200	1976000
304700	1980000
373300	1912000
353200	2077000
378700	2094000
380500	2151000
413400	2159000
397500	2188000
370800	2105000
387000	2658000
494700	2547000
477900	2584000
443700	2644000
482300	2393000
527500	2997000
568300	3428000
770000	3214000
537700	3174000
478300	3254000
452400	3287000
473300	3213000
404700	3211000
379000	3320000
377300	3193000
389200	3135000
360500	3081000
346700	2947000
329100	2865000
398000	2777000
397500	2798000
351800	2649000
324700	2580000
335600	2481000
339100	2466000
324900	2374000
328500	2247000
293500	2402000
368900	2320000
339200	2320000
339500	2300000
349800	2167000
409500	2533000
481500	2514000
413700	2424000
358700	2388000
365800	2390000
358200	2373000
319400	2335000
314800	2287000
317600	2133000
304700	2251000
332900	2160000
317600	2061000
301600	2096000
355600	2086000
358000	2058000
331000	2197000
375700	2195000
375300	2229000
404100	2202000
380300	2401000
423100	2182000
384700	2791000
504200	2700000
443400	2750000
458200	2426000
548200	2991000
547500	3583000
803900	3359000
568800	3108000
395700	3215000
425400	3171000
438100	3119000
374200	3156000
382200	3294000
381200	3206000
371700	3145000
361600	3109000
363100	2996000
333300	2982000
366100	2842000
386100	2773000
348700	2687000
335100	2655000
333600	2566000
343800	2558000
319000	2499000
321700	2335000
278700	2490000
342200	2407000
324700	2410000
327400	2380000
336100	2282000
377400	2567000
456200	2589000
402400	2527000
370700	2509000
370900	2477000
376900	2499000
326000	2435000
310200	2404000
307100	2215000
283700	2379000
320800	2250000
315800	2219000
294200	2161000
328900	2192000
357700	2114000
313000	2274000
332400	2223000
334100	2213000
357600	2180000
347400	2435000
410600	2134000
350900	2760000
462700	2575000
438600	2668000
423800	2395000
483900	2860000
483977	3442272
710493	3206583
545768	3035767
412977	3155009
435743	3172800
444240	3052914
359219	3014248
332930	3117138
355357	3080711
343065	2972372
321153	2952777
313104	2787938
288648	2753035
308940	2706033
344364	2556723
305201	2495372
285566	2416853
277726	2219934
276773	2243705
283832	2184589
286150	2027017
242793	2153810
299672	2059043
281043	2074243
285191	2035040
294288	2038923
321855	2058398
402706	2198385
361491	2172113
339756	2157950
309433	2144893
296403	2105874
256647	2020505
245058	1955716
243829	1899197
255589	1748252
210375	1846397
243651	1923706
242206	1717452
244736	1694732
291075	1647486
242157	1725790
271190	1600532
261036	1622425
306340	1690217
286334	1922996
354037	1704088
288614	2160016
412297	2067371
372869	2151855
384763	2037301
397287	2305276
465503	2756429
654620	2864655
577975	2708739
412685	2840751
394776	2784072
380906	2683789
334833	2666899
315497	2647089
324517	2670581
312409	2630634
294321	2572940
275545	2475333
269000	2390779
256607	2302715
319713	2269936
273160	2182318
272440	2087324
247619	2028769
267315	1966276
257101	1956522
259640	1891634
255852	1805333
235308	1876581
268052	1852857
264100	1816465
268770	1833537
290079	1755810
335780	2032911
377872	2021261
384920	1977197
311475	2008522
293718	1961995
261066	1910379
253359	1859852
241809	1840361
243944	1691617
220226	1784231
247250	1701348
236230	1668900
226453	1612412
276732	1556889
237722	1678716
264201	1632845
265794	1724571
293412	1542684
257201	1854545
335818	1594634
281841	2111695
391406	1965981
354028	2055052
354768	2059991
413175	2075559
474226	2473167
544138	2707199
519727	2554884
364499	2660091
361331	2597551
340647	2569194
365301	2647533
317676	2577799
288690	2732331
333669	2612415
325019	2634121
291112	2501793
276369	2477317
275799	2375439
321723	2281715
275240	2238769
271002	2135792
247646	2047774
275425	1995218
275507	2045661
260543	1907797
266146	1807496
243246	1952253
295499	1896695
285589	1897424
295338	1933759
319577	1828308
364594	2194084
423847	2185720
365026	2057877
320773	2071615
311584	2102030
291429	2045875
261419	1955383
254488	1943580
259540	1776843
239989	1926837
271903	1761440
262895	1833067
265310	1758194
375972	1759529
284584	1903455
315473	1879567
317538	1916421
336759	1844888
303556	2077694
377814	1824682
316458	2380695
443684	2246457
426514	2287594
420795	2326845
534261	2404078
515926	2838399
581679	3108000
730995	2879525
485424	3130998
440748	2895197
432922	2938862
429764	2887118
364616	2922967
341969	2947650
361937	2969182
355935	2839915
325164	2851281
306391	2707282
297117	2679792
372079	2507053
315624	2600103
324936	2435156
294785	2409865
304160	2276793
299266	2276852
287082	2200158
295476	2144261
273910	2220329
321727	2203911
305690	2169344
316999	2185255
326407	2092566
419256	2449972
448952	2482738
407676	2335706
353149	2335177
336997	2322631
330678	2309895
313804	2275767
302267	2263087
305510	2096487
277768	2249277
323246	2124952
306549	2100832
308080	2102229
361538	2030912
356203	2251844
387444	2250868
394598	2341201
424771	2368817
463874	2420488
433003	2378735
422676	3011553
568583	2920595
574323	2991256
523403	3049870
637449	2910635
649471	3487570
651775	4056766
872742	3950860
691092	3750707
511360	3933737
563060	4015252
574760	3958296
498200	4036931
492325	4137192
504023	4186215
514410	4087481
470801	4138058
477877	3931340
412904	3992459
448082	3776293
459364	3755007
433912	3596574
385153	3512297
384458	3396704
382113	3362554
366492	3227614
365117	3080050
320632	3250555
397682	3129153
369074	3119199
371232	3053175
370372	2886389
427161	3315338
517888	3265105
454655	3155190
408098	3144434
397522	3134722
385740	3065017
344969	2973801
329287	2923103
328040	2698721
302187	2873554
342419	2731686
333110	2684668
334206	2632308
366862	2642986
388370	2605702
344189	2772408
380253	2741063
427789	2819131
473432	2842332
417766	3039756
503032	2780823
433180	3545383
610113	3336777
554059	3497146
555747	3136770
625772	3814532
652046	4498435
882118	4217517
687914	4074494
504838	4177760
508594	4103202
537238	4033751
469794	3977457
429723	4261552
454987	4086705
434426	3955182
417282	3932184
413180	3865442
370883	3813166
393384	3667177
412948	3564661
366621	3448706
364454	3419243
363794	3287889
364100	3233271
341425	3101430
343432	2936557
305080	3106796
374978	2996898
369067	2988680
369995	2965736
370373	2872638
395505	3096809
506050	3143730
452468	3151008
554590	3171535
382138	3307059
366092	2979582
322729	2949874
312436	2843536
309806	2758658
339006	2616069
299189	2791251
345093	2600400
315455	2580590
326938	2462242
353504	2423689
310235	2601838
333005	2518091
331922	2529758
392213	2510518
348011	2724779
401972	2411720
317218	3012861
449726	2833201
424677	2894501
396619	2672570
392612	2982511
487466	3541687
704930	3417366
558516	3367001
410944	3414605
397000	3315533
384707	3200962
344520	3174541
345116	3315199
367412	3292910
364185	3235224
335154	3136914
315473	3162342
330512	3117826
331871	2980338
346648	3003557
321564	2919904
310916	2839531
285098	2680690
301906	2713019
287944	2625230
285444	2551358
291206	2468881
273411	2600518
308535	2589155
304843	2594446
301549	2544078
334335	2407602
362425	2825535
402348	2724796
418260	2696676
320155	2718132
314579	2624960
277263	2584811
270913	2524664
254231	2464309
270528	2269912
238902	2465746
280903	2333263
265510	2305269
263636	2233985
338726	2191252
288699	2387995
321509	2365764
309359	2386515
365280	2325879
310455	2559633
377935	2282711
306788	2898489
431210	2723368
398560	2818129
382583	2710554
398084	2814857
481735	3367915
676076	3449472
571816	3208257
427570	3545764
481458	3435362
429800	3357684
385594	3604923
368626	3292486
307194	3476587
355250	3357435
331023	3328411
308038	3193930
292661	3094818
289631	2992338
361348	2974931
327166	2843275
298620	2729535
285837	2716409
332414	2606450
303190	2644286
299324	2522357
291797	2440732
273849	2539802
309033	2506642
298198	2460985
305863	2477528
327262	2358971
394428	2710100
443698	2671851
354495	2559819
295979	2509990
304363	2474549
277614	2451910
262131	2392742
257299	2359336
270561	2171194
237526	2287691
264553	2162830
251191	2117247
255588	2074777
322522	2005550
272742	2192818
296646	2103200
291557	2153143
338561	2071248
298030	2312701
366719	2041379
295729	2631371
412824	2457385
397238	2558552
376210	2528593
423387	2600655
482735	2919249
612648	3204273
608872	3106510
400772	3140684
396457	3144902
381813	3063391
387408	3141413
356237	3066721
316927	3140967
342015	3054753
339580	3058336
319218	2932400
305471	2884431
294031	2735222
356914	2667325
318030	2635670
317072	2591645
305594	2500747
325398	2408314
311646	2428514
316305	2394017
314442	2288164
286566	2412575
340606	2370672
337812	2378798
324411	2386331
341207	2294771
428632	2677411
491891	2704053
409319	2526569
311708	2474244
310703	2433531
296712	2428865
286017	2366346
272182	2335659
278703	2157979
266145	2285481
304323	2186550
272431	2137750
269067	2092237
345311	2081344
306465	2223096
322856	2183047
332061	2256758
383687	2161283
335181	2422640
425889	2128078
336269	2801377
474548	2593805
421109	2658329
423450	2639023
490349	2782295
513686	3158779
596010	3334482
637910	3267053
510820	3470091
492966	3261489
433693	3412932
440961	3296740
395332	3281051
347053	3282015
368044	3282378
355818	3147562
357070	3145405
396731	3112606
342023	2972000
353032	2809377
343654	2810900
336033	2635448
291957	2588512
298195	2461933
303532	2441081
287891	2371899
287622	2294656
266116	2345998
329099	2278659
307141	2342014
312226	2320261
315615	2257174
382989	2493008
449510	2554691
360385	2432671
294762	2373525
283216	2334951
285795	2317551
265742	2280788
259677	2239076
251425	2108790
238893	2105993
272464	2077963
273232	2017274
261251	1997890
292029	1969583
306521	1966937
271934	2039622
311965	2063060
320827	2084152
340240	2111062
330730	2220879
383512	2042433
328186	2612507
444305	2458896
404436	2533262
429566	2443253
520650	2914281
541210	3409390
654473	3103732
513913	3028156
385310	3070348
380099	3025548
370766	2957037
320374	2952894
309202	2976756
317339	2919335
314787	2805375
296698	2778065
291463	2632872
268823	2615853
311186	2497816
329663	2452384
286593	2322609
295166	2322204
295629	2212783
278052	2183787
267251	2096047
264697	2015018
248167	2099415
309928	2060147
302577	2068314
290720	2084451
298299	2052529
372574	2259475
434598	2337162
339250	2236616
281794	2180260
273471	2116882
289083	2115834
272910	2109053
255236	2054433
250205	1937027
224948	1945602
253456	1856497
246061	1819328
237214	1806230
260705	1775301
286436	1781417
255634	1822255
272593	1846670
293086	1877601
322842	1858302
311499	2041270
341845	1896743
309788	2316089
402699	2189839
374107	2315621
368823	2134581
445345	2597938
479854	3174121
682016	2877030
512837	2781353
355092	2804818
357976	2769230
368113	2719452
328354	2716844
313367	2722595
313480	2721428
305542	2608178
298302	2652518
293692	2524880
272808	2487250
288484	2297762
294014	2334635
288059	2241179
278220	2150162
261089	2032518
270108	2011465
262107	1956659
259125	1901622
248550	1944655
289495	1930892
293195	1970932
322017	1987087
348842	2094566
379734	2258033
428977	2408772
364767	2332055
314782	2314333
277621	2228735
279621	2113919
246823	2049106
237999	1990926
233516	1931309
255938	1806148
217454	1866054
237609	1725122
220668	1746546
246284	1724571
300862	1739836
257172	1814386
275574	1797952
281932	1846120
332611	1839825
315504	2002794
338501	1871290
295041	2322927
421605	2189652
355872	2291309
344452	2123256
442200	2485732
508983	3065920
713805	2890907
514082	2862950
364737	2804122
349733	2830366
344947	2724075
320679	2723859
286130	2764594
297918	2724709
297325	2642955
289813	2638731
275453	2550442
260817	2452286
263516	2425619
327621	2368861
286018	2271924
263835	2184330
252190	2132520
274268	2058927
251063	2066710
250360	1991790
260517	1971914
256922	2002752
267582	2017627
267825	1990497
269755	2033329
303758	2012194
364078	2238123
369123	2239048
293348	2139377
254195	2071173
259805	2054099
236658	2025904
226061	1981518
219278	1933993
235849	1813976
204302	1856169
219070	1783550
232486	1763215
246445	1725820
278925	1692025
234580	1761523
250864	1735699
257767	1779922
297136	1758806
262607	1866516
309248	1777254
268255	2190445
378735	2050291
318175	2146849
329649	2099639
377695	2246644
439912	2761926
606897	2686013
442494	2588921
328841	2547393
332740	2676851
365245	2618066
311897	2658811
281256	2520055
258962	2629550
283024	2478089
255109	2461643
242139	2327966
239835	2304255
229520	2167594
274130	2114001
237218	2008759
240266	2016353
249458	1957972
259546	1855390
231706	1837764
234599	1800077
239836	1776119
242991	1849401
267752	1836042
265617	1869730
273344	1876056
280979	1862788
363793	2140632
377982	2158335
296255	2009764
253466	1999953
266151	1966461
261358	1972344
251844	1956668
239030	1905264
242375	1836897
229954	1854756
245991	1759993
222219	1726654
227249	1699344
292784	1723497
255082	1788584
263445	1753464
269489	1822289
342414	1774889
294727	1972938
374160	1898521
321859	2394176
447262	2211195
390088	2315331
402476	2356340
481720	2525315
568973	2983919
558768	3067097
599562	2833258
398188	3048535
447386	2950004
424696	3052109
396151	2936361
345841	3003753
357591	3016843
379286	3049224
377210	2966369
351497	2984895
334747	2860911
328576	2844860
397282	2672762
346981	2840579
369745	2709206
353831	2670426
336319	2551534
331765	2611965
338374	2562318
346231	2616172
335765	2680033
397015	2685697
354526	2703845
351770	2731320
375885	2665672
526826	3093737
524139	3101591
406038	2900831
332957	2937020
341660	2897604
333042	2928424
317046	2855016
307850	2859180
319016	2740783
309567	2793972
317245	2703020
353611	2737709
400400	2796316
441754	2797405
426881	2964702
429542	3030241
436901	3092575
443971	3181759
456366	3180486
420259	3141998
438893	3721973
605916	3626565
491836	3665759
440906	3734892
529570	3619326
647045	4228206
637343	4685080
799246	4290623
558297	4325313
431690	4262481
445552	4347221
438611	4238337
376573	4270421
367504	4234460
385272	4259454
386992	4109695
352045	4133800
366372	3962242
386296	4061959
432384	3851621
428834	3788429
385151	3641561
367350	3633702
362681	3470968
358286	3483300
348887	3373492
346439	3325982
309183	3356032
378613	3364030
356096	3315777
358959	3340273
358658	3218111
456716	3568069
506718	3589337
394586	3403334
338441	3361794
326356	3309272
332673	3272880
313869	3258658
314852	3193748
310864	3052551
318361	3107849
337577	3013696
317264	2988181
319063	2954225
365613	2974814
385689	2967513
349927	3021815
375591	3059193
397346	3137165
427078	3100218
372829	3263052
436549	3106044
385788	3618507
547430	3543993
486258	3630381
483449	3428329
620929	4081930
620004	4486870
724111	4123632
542563	4068516
434888	4149700
449286	4148823
439520	4089677
398291	4089902
387536	4192955
429782	4191412
414568	4096551
389909	4067954
361492	3939370
371692	3875224
394160	3701064
434911	3736748
399180	3652316
401342	3621018
377383	3502794
364287	3459502
362276	3400384
359500	3297674
351890	3438524
421190	3376503
383371	3396155
376560	3392668
394214	3330104
483401	3627409
552621	3692996
429381	3541796
348382	3508332
333770	3417741
348207	3379961
312087	3343254
313058	3252130
319362	3120553
322501	3173450
328414	3039387
301217	3006347
304968	2964170
337880	2949032
368876	2895596
328572	2994670
352117	2952618
345573	3025662
397387	2996756
347719	3137692
397990	2949992
357811	3397952
486202	3287681
412627	3393846
424192	3247595
516493	3730752
552815	4150431
677897	3851300
490763	3798519
382262	3773316
406298	3850990
433234	3776188
341634	3729369
328171	3738056
342140	3674294
339007	3551292
312067	3513900
304462	3385174
296776	3310942
304249	3112845
350739	3143186
334965	3037412
313686	2915357
283236	2836423
292754	2772073
297061	2734768
293974	2702892
304067	2633372
308229	2674791
313930	2733296
322481	2720586
318746	2741743
349920	2720765
444531	2894749
394372	2938264
313225	2814264
282128	2755374
291611	2732802
262936	2692183
274433	2614899
276308	2580150
274930	2455140
250568	2475605
275846	2397828
282729	2368048
279591	2320254
338711	2293444
279846	2402533
317573	2371518
305546	2434394
351404	2388670
311901	2528643
355954	2331862
320690	2880075
473570	2684337
370604	2820965
374749	2712542
446699	3025945
540927	3401253
693776	3342292
467862	3311633
360583	3263705
364704	3296052
347391	3216436
309290	3239778
303814	3096036
290776	3226999
332067	3085920
307061	3090703
290719	2914529
291378	2959537
294994	2809420
339709	2731177
285657	2612500
299891	2564797
290824	2507877
297347	2443129
275524	2398134
276761	2361073
304306	2342313
289914	2432328
315938	2395982
289831	2404688
286681	2415224
