17827	6953	1606	4410	1103
18288	7487	1529	3965	1014
18229	6993	1332	3685	1668
17104	7372	1495	3432	1007
17384	7286	1474	3441	1069
16848	7214	1631	3395	923
17245	7521	1322	3405	1128
16880	7481	1326	3314	851
19815	7398	1462	2903	1394
17495	7187	1184	3527	1061
16689	7720	1544	2954	848
17145	7042	1608	3649	861
17937	7892	1407	3259	903
16811	6824	1426	3219	872
16683	7552	1305	2906	920
18131	7938	1229	3423	1316
18426	8028	1455	3052	915
15824	7461	1405	2870	282
18080	7770	1696	3070	879
17153	7650	1391	2850	1054
18109	7909	1659	3075	758
16950	7930	1465	2788	680
17221	7562	1309	2302	1076
17142	8006	1310	2754	860
18143	7523	1636	3037	537
16795	7581	1372	2780	1040
17899	7638	1522	3295	742
17994	8187	1363	2970	1028
18085	7836	1699	2846	607
17052	7750	1421	3579	688
18275	8061	1693	2782	1186
17047	6955	1415	2624	600
17095	7601	1675	2764	609
17853	7763	1399	3394	990
17090	7733	1528	3353	514
17014	7515	1550	2997	588
18477	7562	1624	3501	784
17315	8143	1676	3092	410
17715	8204	1152	3488	1010
17423	7432	1647	3369	878
17419	7377	1549	3055	623
17680	7929	1458	3647	731
17381	7431	1437	2927	894
16226	7593	1516	3132	1130
19222	8229	1550	3826	904
17096	7933	1431	3152	600
19491	8278	1867	3680	1209
17859	7718	1445	2921	558
17692	7134	1649	3264	620
17340	7534	1490	3404	928
17121	7260	1592	3207	915
17105	6976	1514	3648	798
16966	7267	1496	3301	877
17766	7132	1698	3811	974
18514	7398	1462	3799	1316
18222	7670	1532	3436	1091
16863	7194	1514	3317	896
17861	7548	1639	3580	669
17059	7834	1363	3240	540
16781	7797	1260	3224	796
17665	8195	1525	2899	1082
17563	7588	1309	3813	823
17114	7543	1152	3458	841
17499	8156	1452	2928	773
17561	7731	1513	3117	583
16665	7539	1332	3304	734
16984	8052	1453	2792	673
17673	8183	1468	2997	717
16365	7797	1390	2876	788
17521	8460	1247	3013	533
17662	8055	1407	3062	924
17922	7971	1544	3048	825
18346	8489	1307	3199	996
18202	8238	1535	3092	685
16901	7996	1412	2720	685
17547	7866	1419	2788	535
17774	8483	1591	3038	668
19506	8213	1571	2925	851
17827	8402	1400	2755	1074
17384	7628	1615	2920	651
18232	8411	1457	2981	884
17961	8206	1614	3228	983
17603	7825	1561	2720	841
18087	8078	1577	2908	1054
17584	8249	1423	2689	649
17547	7821	1671	3413	745
16378	7257	1677	3303	1134
17951	8106	1199	3234	966
17704	7879	1677	2957	826
17962	7712	1682	3422	723
18169	8103	1571	3614	860
17461	7449	1678	3158	747
18344	8477	1538	3104	686
18258	8021	1633	3686	722
17321	7840	1578	3280	672
17841	7439	1318	3186	846
18978	7949	1651	3825	991
18355	7489	1492	4032	974
19138	8115	1638	4002	927
17302	7035	1620	3235	835
18459	7958	1894	3035	989
18285	7513	1578	3877	1015
17898	6949	1633	3785	945
18294	7393	1772	3714	1112
18152	7513	1695	3741	866
19548	7520	1555	4328	1306
18863	7868	1750	3787	1080
17871	7826	1524	3312	614
17957	7338	1761	3701	972
17610	7877	1562	3193	848
18193	7757	1550	3940	1050
18561	7900	1654	3650	728
17705	7568	1515	3099	724
17941	7280	1586	3027	859
17391	7804	1509	3061	791
16895	7433	1453	3611	634
16874	8079	1420	3336	643
17305	7592	1313	2999	755
17910	8267	1374	3152	873
16887	7512	1559	3213	647
18920	8080	1462	3009	708
17646	7836	1575	2824	878
17600	7946	1327	3359	393
17339	7957	1550	2909	544
18556	7956	1559	3366	927
18955	8563	1466	3138	875
17354	8015	1474	2849	532
17687	7968	1479	3030	578
17901	8152	1600	3128	811
18953	8067	1459	3189	875
18770	8279	1682	3146	1128
17787	7722	1452	3197	757
17541	7818	1736	3084	753
18458	8364	1488	3148	795
17974	8369	1761	2980	859
18052	7843	1466	3061	1007
17555	7537	1786	3221	658
17999	8000	1541	3455	781
17938	7619	1606	3623	855
18664	7935	1741	3215	700
18129	7637	1584	3609	618
18974	7958	1627	3687	765
18373	7991	1691	3302	805
18687	7682	1694	3678	798
18540	7804	1727	3656	949
18490	8073	1684	3685	838
18100	7883	1560	3323	638
17558	7370	1505	3073	771
17683	7706	1705	3296	755
19464	8355	1601	3530	711
18972	8051	1714	3591	995
18421	7740	1872	2868	771
16375	7122	1685	3162	935
18085	7440	1520	3342	711
18614	7408	1689	3728	963
18258	7265	1527	3449	1017
18335	7125	1866	3885	945
18000	7013	1618	3703	1039
18207	7530	1482	3550	795
17900	8011	1572	3228	1066
16973	7779	1638	3221	544
17422	7417	1722	3353	883
18197	8125	1419	3665	613
18350	7729	1475	3728	1025
18360	7492	1522	3689	705
18385	8115	1566	3565	636
17720	7791	1450	3229	614
18383	7914	1590	3647	858
17646	7922	1578	3524	679
20017	8224	1511	3341	792
18304	7765	1455	3476	869
18468	8253	1509	3267	634
18719	8088	1667	3218	949
17149	8154	1593	2842	554
18366	7590	1421	3146	745
18623	8009	1591	3391	849
19154	8557	1708	3384	875
18920	8234	1737	3379	623
19309	8489	1738	3528	812
18456	8606	1317	2819	805
19552	8595	1658	3672	1041
19141	8600	1579	3393	923
18108	8290	1881	3177	749
18472	8253	1630	3411	681
19298	8539	1583	3123	621
18507	7922	1629	3182	805
19159	8695	1881	3293	751
17595	8053	1440	2751	948
18546	8215	1673	3428	513
18274	7746	1787	3082	622
19489	8140	1449	3460	859
19201	8379	1625	3475	628
18956	8221	1477	3423	631
18480	8315	1406	3634	746
18848	7741	1736	3620	614
19074	8355	1676	3599	1007
19124	8025	1530	3379	818
18611	7793	1507	3560	864
19266	8043	1877	3618	718
18485	7578	1774	3517	563
19260	8437	1628	3429	856
18889	7955	1598	3752	827
19807	8151	1759	3976	804
19288	8201	1790	4088	759
17809	7832	1673	2692	816
17977	7673	1626	3271	625
18876	7779	1503	3757	1006
19251	7940	1666	3974	747
18553	7670	1477	3739	968
17891	7673	1716	3796	273
18977	8201	1724	3434	1090
18429	8005	1625	3654	831
17357	7662	1484	3481	699
19252	7744	1605	3510	497
19225	8103	1595	3663	817
17872	7753	1451	3575	798
18287	7996	1450	3918	531
19372	8992	1611	3700	1155
18264	8031	1507	3122	1097
19102	8303	1611	3428	707
18377	8118	1404	3574	809
17915	8190	1543	3448	1015
17793	7503	1511	3089	798
19609	8524	1687	3750	1017
17946	8337	1441	3254	697
17939	8205	1350	2954	846
19790	8312	1643	3678	869
18903	8103	1481	3366	823
18696	8160	1871	3561	653
19313	8644	1649	3815	531
19592	8755	1720	3320	1034
18272	8234	1264	3320	601
19305	8749	1613	3044	1394
18487	8125	1559	3231	907
18598	8997	1669	3626	616
19243	8317	1619	3486	765
19356	8981	1342	3395	937
19532	8288	1714	3606	778
19917	8607	1524	3813	1067
18801	8713	1458	3251	1047
18909	8722	1359	3151	828
18467	7873	1573	3364	874
18653	8359	1703	3010	1024
18539	8058	1644	3395	687
19555	8797	1491	3658	686
17961	8049	1554	3521	800
17954	8099	1446	3193	1037
19196	8360	1569	3614	899
17950	8195	1475	3377	441
19601	7711	1889	3554	1195
18827	8381	1387	3697	882
18703	8313	1602	2955	920
17206	8162	1308	3227	589
18422	8314	1819	3198	731
19974	8588	1665	3776	991
19450	8153	1842	3248	955
19550	8519	1684	3432	659
18181	7385	1554	3296	758
19284	7810	1646	4612	907
19266	8186	1768	3724	1088
18268	7866	1452	3389	872
18492	7532	1826	3642	1006
19402	8756	1628	3603	877
18379	7948	1497	3642	760
19730	8316	1843	3601	972
19172	8273	1820	3738	1064
19049	8451	1570	3864	737
18730	8367	1701	3849	789
19191	8337	1592	4045	939
18149	7959	1691	3038	834
17225	7878	1704	2650	341
19521	8066	1685	3714	879
18792	8923	1542	3237	818
18025	7825	1418	3469	684
18527	8059	1692	3542	730
17424	8761	1465	3451	930
18721	8275	1676	3270	908
18889	8401	1705	3447	821
19246	8193	1523	3451	1178
19103	8827	1542	2915	910
19484	8522	1912	3857	514
19539	9045	1612	3460	1083
19416	9076	1372	3198	920
17972	8679	1515	3038	584
19338	8622	1649	3292	1064
19670	8639	1754	3325	858
19483	8537	1762	3436	918
19870	8644	1640	3595	1033
19701	8519	1656	3222	1230
19443	8415	1621	3177	1071
19603	8810	1618	3245	995
19853	8778	1718	3455	702
19344	8593	1608	3360	765
19267	8504	1542	3532	1107
19037	8865	1533	3253	591
19646	8557	1686	3755	811
19488	8433	1784	3773	803
19980	8406	1755	3747	873
19783	8521	1703	4061	581
19803	8532	1775	3821	733
19974	8333	1702	4119	905
20383	8416	1718	4037	940
19799	8404	1695	4028	603
19115	8416	1510	3501	596
19552	7670	1869	3362	782
19723	8557	1679	3914	585
19124	8638	1526	3901	844
20288	8590	1724	4105	950
20293	8851	1642	3999	872
19363	7907	1523	3007	511
18222	7543	1839	3766	615
19116	7919	1399	4364	902
19899	8385	1634	3866	907
19123	7642	1624	4192	729
19206	8375	1678	3866	754
19438	8524	1541	3716	924
19169	8072	1346	3761	526
17933	7608	1826	3386	750
19995	8662	1593	3677	435
19022	8201	1700	3798	767
19284	8384	1629	3790	722
18862	7896	1687	3593	748
18556	8655	1786	3439	663
19672	8557	1529	4197	733
18735	8616	1728	3504	685
18842	8302	1607	3445	449
19378	8679	1727	3667	888
18932	8242	1613	3783	896
19990	8408	1794	3787	755
19458	9075	1646	3657	441
18817	8863	1783	3225	484
19345	8403	1582	3276	932
19965	8895	1600	3855	576
19740	8475	1548	3496	812
19746	8620	1694	3746	827
19135	8519	1657	3025	1122
20022	8844	1680	3461	901
19268	8361	1760	3420	747
20143	8614	1697	3533	981
20341	8759	1723	3610	1169
20464	8813	1794	3602	1048
19394	8786	1756	3655	709
20226	8960	1839	3706	741
19776	8644	1684	3878	726
20320	8573	1700	3583	861
20133	8814	1741	3654	770
20318	8153	1741	4024	974
19558	7819	1850	4001	820
18974	8340	1820	3706	1132
20289	8663	1617	3996	882
20436	8604	1964	4171	779
20217	8942	1889	3681	1068
20499	8780	1531	3754	1118
19871	8216	1888	4240	721
20063	8419	1834	3894	820
19243	8063	1569	3729	764
19111	8233	1742	3467	666
20631	8711	1572	4687	1234
20611	8475	1633	3791	1503
20080	8400	1719	4177	832
21494	8693	1888	3999	1050
21098	7825	1847	4577	1256
20817	8225	1515	4319	1228
19414	7894	1603	3748	861
20248	7338	1826	4175	1213
20342	8589	1669	3858	956
20001	8032	1700	4081	1167
19025	7850	1718	3883	958
20161	8187	1767	4037	1011
20768	8489	1691	4146	1008
19803	8425	1769	3956	755
19814	8484	1860	4315	774
19288	8475	1804	4010	1012
19067	8507	1702	4130	865
18541	8306	1564	3647	1107
19025	8438	1630	3502	853
18880	8708	1509	3984	501
18820	8404	1733	3566	1302
20180	8665	1785	3948	974
18694	8275	1786	3594	743
19906	8917	1650	3622	955
18786	8270	1856	3537	1201
18451	8809	1680	3258	991
19138	8428	1685	3892	904
18310	8393	1498	3447	725
19651	8921	1657	3358	888
20059	9036	1889	3718	1324
19060	8622	1692	3387	852
19857	9095	1763	3477	1208
19948	9176	1723	3641	714
20175	9007	1876	3679	1082
19187	8959	1728	3960	1052
19943	8671	1774	3941	784
20294	9035	1768	3716	1050
20079	8943	1671	3797	1111
19955	8612	1587	3714	1036
19522	8529	1805	3699	542
19069	8969	1408	3292	805
17889	7834	1246	3914	845
19549	8514	1479	3726	921
19431	8500	1513	3651	1040
19607	8766	1726	3716	741
19889	8619	1581	3721	697
20172	8702	1602	4041	1072
20490	8797	1639	3914	811
19126	8771	1606	3639	769
19622	8612	1342	4047	761
19041	8868	1365	3601	724
19224	8517	1523	3696	792
19411	8327	1554	3684	855
20468	8622	1552	4072	936
20516	8888	1601	3994	676
19609	8860	1451	3807	691
18954	8288	1594	3160	706
19630	8359	1563	3866	727
19007	8049	1539	3997	597
18899	8184	1528	3511	882
19242	8223	1605	3894	976
18943	8117	1592	3633	689
19782	8428	1666	3891	850
19336	8729	1475	4030	703
19855	8782	1429	3828	768
18459	8277	1438	3745	525
18856	8713	1547	3715	938
19573	8621	1568	3738	823
19220	8386	1510	3980	736
19517	8865	1661	3438	697
19727	8840	1748	3838	731
19153	8684	1501	3737	494
19472	8699	1617	3610	665
19368	8521	1515	3777	566
19236	8548	1512	3756	507
19875	9190	1504	3445	707
19353	8685	1524	3694	660
19587	8778	1470	3409	692
19338	9004	1631	3400	520
18953	8771	1540	3598	617
20108	8752	1650	3806	670
20191	9172	1630	3892	630
19433	9004	1605	3404	646
19013	8985	1617	3465	587
19620	9056	1592	3624	554
20066	9093	1724	3451	657
20290	9297	1592	3462	790
20357	9270	1546	3564	624
20181	8939	1703	3586	609
20328	9173	1564	3862	604
20015	9135	1608	3872	769
19209	8844	1478	3232	676
19512	8899	1542	3831	638
19360	8625	1592	3786	841
19224	8582	1795	3481	617
19711	8895	1540	4029	496
18804	9090	1568	3473	673
19043	8653	1574	3584	648
19990	9022	1670	4098	629
19796	9324	1490	4006	680
19214	8759	1549	3786	539
19611	8540	1738	3620	616
20498	8667	1634	4416	849
20681	9060	1783	4104	811
19508	8616	1618	3778	601
19950	8854	1603	4245	475
20211	9063	1839	4133	894
20434	8989	1618	3970	796
19780	8411	1648	3697	870
19263	8335	1731	3686	595
20105	8645	1681	4022	1023
20281	8793	1581	4495	607
20819	8551	1368	4926	719
19151	8106	1536	4155	862
20353	8454	1689	4639	865
20064	8619	1319	4478	1048
20078	8421	1651	4319	994
19887	9020	1505	4049	735
20301	8596	1415	4526	1021
20164	8666	1724	3830	1108
19831	8284	1783	4065	1073
20767	8458	1462	4056	600
19698	8640	1669	3650	544
19459	8737	1444	3813	650
19396	8358	1309	3841	1018
20701	8834	1705	3888	764
19854	8894	1348	3637	625
19895	8992	1544	3613	470
20598	9299	1474	3953	676
19977	8516	1312	3632	823
19849	8529	1497	3608	895
20589	8880	1553	3894	1148
20027	8833	1656	3835	747
20727	9476	1455	3691	946
20226	9050	1545	3941	647
19181	8763	1684	3031	736
20040	9177	1687	3645	603
20292	9563	1697	3420	767
20003	9303	1569	3874	969
20737	9381	1790	3666	771
20573	9325	1543	3645	767
20590	9668	1615	3739	1168
20291	9337	1678	3503	979
18892	8886	1404	3427	453
19265	8974	1612	3576	794
19083	9166	1439	3856	667
18949	8690	1508	3857	579
19971	9190	1699	3830	773
20164	9156	1783	4004	547
19192	8754	1614	3413	723
19681	9413	1513	3637	808
20555	9316	1614	4116	774
20203	8995	1695	4042	722
20124	9232	1504	4207	805
20068	8725	1684	4051	659
19768	8979	1698	3606	705
19714	8776	1790	3804	539
20530	8930	1740	4133	692
20345	9166	1663	4205	539
20109	8726	1521	3907	715
19320	8686	1703	3249	538
19303	8411	1314	3396	597
20011	8426	1401	4392	960
20810	8543	1835	4692	1208
20754	8514	1534	4716	790
20326	8627	1512	4585	721
21071	8727	1677	4704	1120
20941	8796	1526	4160	1243
19503	8970	1599	3917	410
19662	8968	1798	3781	784
19501	9044	1476	3929	871
19574	8818	1501	3969	975
19570	8731	1604	3715	614
20580	9249	1431	4541	864
20639	9338	1528	3863	869
20051	8973	1503	4041	857
19553	9255	1593	4048	784
18932	8926	1576	3851	801
20706	9373	1535	3936	501
20606	9119	1733	3866	738
20440	9154	1613	4060	928
20240	9259	1539	4099	734
20618	9045	1567	4104	996
20322	9219	1598	3881	764
20598	9194	1753	3885	683
20700	9199	1637	4053	706
20222	9398	1736	3928	709
20316	9300	1676	3850	693
19678	8840	1623	3867	888
20682	9310	1568	3928	674
20689	9263	1646	3917	848
20767	9472	1597	4009	871
20477	9521	1753	3992	403
20863	9424	1873	4088	609
20699	9267	1800	3950	644
20926	9453	1749	4030	555
20350	9234	1629	3771	580
20209	9005	1521	3999	673
19888	8922	1562	3737	1005
20299	8915	1528	4071	1110
20438	8917	1587	4237	1019
20601	9177	1669	4210	612
20308	8883	1505	4368	689
20216	8977	1714	4242	896
20475	9217	1610	4038	771
21403	9237	1670	4209	806
20404	8988	1674	4207	715
20118	9204	1578	4092	689
20526	9107	1659	4080	771
20928	9268	1682	4242	824
20782	9068	1677	4381	766
21449	9329	1598	4430	815
20847	9287	1794	4176	832
20466	8710	1575	4172	757
20210	8695	1517	4051	1023
21225	8881	1549	4462	1086
20957	8848	1545	4528	978
21064	8837	1524	4378	1106
21007	8825	1685	4357	949
20597	8898	1579	4125	709
20730	8884	1813	4155	924
20291	9014	1673	4321	1071
21263	9131	1849	4373	1046
20851	9069	1737	4415	889
20325	9075	1712	4234	806
20213	9095	1530	4233	777
20195	9089	1535	4248	653
20559	9170	1757	4268	973
20380	9306	1537	4090	968
20402	9024	1626	4240	790
20385	9175	1689	3913	714
20273	9269	1550	4220	1027
20584	9443	1691	3929	1049
20433	9461	1709	4230	614
20592	9451	1577	4057	965
20998	9528	1705	4206	628
20471	9313	1691	4010	866
20169	9367	1777	4047	559
21497	9721	1774	4110	892
20656	9391	1602	3904	699
20404	9415	1865	3911	793
20972	9449	1585	4001	1087
20854	9586	1634	4140	846
21575	9483	1581	3973	893
21352	9408	1670	3982	842
21499	9471	1598	4028	962
21592	9406	1578	4051	1143
20871	9027	1850	3995	945
19952	8636	1551	3906	777
20381	8819	1608	3869	1052
19672	8836	1598	3835	730
19755	8840	1652	4034	943
20246	8783	1327	3909	940
20404	8961	1720	3900	930
20837	8981	1512	4293	1018
20435	9045	1725	4066	931
20174	9246	1595	4205	1052
20705	9151	1542	3917	943
20655	9124	1480	4156	943
20374	9189	1577	4003	924
20535	9221	1615	4094	963
21642	9268	1701	4256	1233
22156	9326	1694	4650	1165
21878	9249	1727	4462	1211
20801	9358	1692	4017	919
20772	8950	1626	4036	1051
20805	8859	1574	4131	1390
19834	8826	1583	4250	1131
20220	8879	1560	4167	834
19803	8967	1600	4226	811
21020	9083	1571	4226	985
21088	9046	1621	4358	933
20889	8951	1636	4255	869
19880	9057	1542	4356	758
20897	9106	1596	4438	919
20621	9100	1634	4076	897
20604	9054	1613	4078	677
20532	9063	1626	4039	967
20738	9297	1639	4269	835
20415	9100	1636	3995	463
20734	9012	1735	3899	785
20111	9099	1665	4171	802
21200	9346	1795	4199	1056
20953	9327	1610	4125	826
20976	9193	1745	3940	601
21272	9430	1661	4142	773
20603	9367	1505	4016	761
20701	9413	1698	4080	780
20971	9429	1695	4087	778
20877	9540	1682	4091	648
20881	9645	1763	4122	594
20563	9621	1569	4182	641
20445	9569	1689	4160	534
20909	9573	1735	4151	693
21113	9639	1641	4073	781
21283	9697	1612	4024	698
21032	9530	1798	3906	634
21454	9571	1760	4105	715
21294	9610	1644	4236	623
21173	9622	1625	4166	622
20953	9368	1599	4049	571
20760	9229	1537	4135	844
20705	9287	1689	4141	585
20228	9081	1570	4219	523
20938	9242	1734	4323	499
21441	9298	1727	4525	499
21502	9511	1763	4279	665
21484	9499	1622	4590	690
21076	9256	1580	4364	648
21317	9110	1878	4603	507
20331	9149	1453	4210	667
21158	9320	1614	4236	715
21116	9477	1494	4275	569
21349	9394	1621	4300	585
20918	9491	1533	4325	566
20781	9229	1781	4351	616
20368	9247	1517	4147	550
19562	9201	1461	3979	463
20201	9060	1796	3978	576
20369	9008	1589	4107	730
20869	9090	1591	4540	876
21637	9136	1526	4651	955
21815	9061	1764	4709	893
22037	9198	1601	4734	1061
21698	9121	1532	4710	1240
21273	9191	1569	4498	805
21003	9158	1775	4476	880
21344	9240	1619	4462	890
20807	9250	1518	4348	784
20747	9491	1590	4288	621
20823	9472	1546	4308	829
20825	9247	1664	4428	678
21076	9163	1569	4260	733
20796	9260	1645	4289	756
20795	9344	1632	4134	901
20831	9404	1696	4092	796
20786	9433	1590	4161	724
21235	9485	1655	4335	972
20972	9495	1684	4084	802
21062	9487	1592	4079	770
20517	9591	1731	4086	703
21087	9575	1726	4391	669
20616	9557	1646	4010	682
21069	9663	1672	4036	748
21008	9710	1631	4109	653
21006	9688	1643	4043	693
20900	9662	1608	4110	776
21090	9575	1598	4110	661
21139	9572	1620	4158	784
21305	9762	1641	4288	709
21260	9626	1552	4199	816
21422	9577	1812	4215	876
20449	9393	1513	4067	765
20559	9247	1598	4030	719
20184	9235	1592	4067	621
20640	9120	1555	4275	842
20792	9200	1521	4467	806
21024	9253	1573	4163	903
20660	9373	1561	4276	697
20412	9355	1592	4156	626
20661	9367	1618	4238	562
20627	9187	1641	4520	526
21350	9222	1834	4603	751
20863	9356	1587	4330	701
20795	9266	1520	4252	884
20977	9348	1670	4340	532
21050	9287	1610	4692	561
21535	9446	1578	4652	906
21349	9286	1590	4340	848
21288	9304	1539	4223	1005
20469	9116	1584	4216	509
20749	8964	1514	4347	916
20785	8940	1521	4206	925
20490	8916	1569	4169	535
20118	9020	1547	4196	503
21311	9125	1642	4825	727
20407	9045	1527	4249	560
20383	9071	1524	4322	671
20081	9131	1755	4020	663
20164	9071	1575	4342	553
20485	9116	1556	4227	668
20402	9330	1565	4232	564
20769	9286	1534	4465	747
20591	9338	1503	4068	776
21116	9215	1764	4360	908
20241	9189	1473	4136	749
20496	9311	1474	4188	814
20274	9343	1503	4124	641
20347	9359	1709	4185	550
20807	9373	1614	4078	860
20153	9129	1651	4114	679
20243	9411	1536	4025	592
20456	9251	1608	4070	675
20079	9334	1545	4040	502
20590	9357	1704	4287	578
20320	9347	1634	4272	620
20198	9344	1731	4126	517
19903	9342	1421	4077	531
20204	9468	1424	4199	658
20215	9484	1617	4152	725
20372	9446	1674	4406	535
20106	9423	1605	4087	606
20133	9411	1406	4188	479
20555	9424	1493	4348	524
19784	9090	1702	3895	594
19049	8907	1448	3728	457
18784	8741	1447	3732	529
18465	8730	1509	3888	333
18341	8691	1418	3928	446
18865	8894	1495	4004	349
19193	9065	1364	3976	525
19113	9057	1349	4037	424
19216	9095	1299	4030	451
19004	9002	1275	3925	408
18972	8962	1239	4056	396
19482	8844	1492	4086	571
19606	8933	1327	3892	958
19149	9015	1270	3672	428
20192	9175	1520	4090	780
20191	8867	1542	4102	910
20211	9106	1282	4310	671
19836	8990	1482	4318	755
18640	8758	1343	3654	506
19097	8641	1316	4082	480
20151	8650	1441	4258	703
20306	9015	1276	4220	1022
19662	9006	1212	4115	552
19690	8908	1278	4359	410
19233	9010	1446	3988	511
19577	9204	1287	3764	501
18892	8972	1385	3784	465
18787	8955	1624	3721	540
19191	9100	1527	3928	866
18591	9125	1485	3653	436
18867	9024	1387	4065	388
18239	8944	1381	3769	521
18160	9136	1433	3452	451
18429	9151	1378	3441	501
18019	8923	1435	3446	500
18168	8911	1441	3625	372
18403	9232	1490	3641	451
18579	9538	1344	3636	438
17679	9020	1248	3455	403
18725	9141	1290	3572	859
18964	9354	1407	3384	803
17913	9129	1498	3383	478
18169	9053	1308	3257	593
18494	9229	1292	3039	769
18846	9163	1449	3439	670
18917	9255	1381	3455	423
18713	9171	1333	3265	655
19287	9199	1380	3426	455
18702	8951	1457	3198	417
19279	9205	1383	3466	388
19473	9105	1497	3412	734
19713	9478	1418	3497	448
19522	9283	1547	3482	693
19104	9001	1482	3355	355
18476	8790	1358	3303	500
18909	9126	1442	3409	423
18733	9269	1425	3527	356
18936	9256	1416	3557	583
18669	8950	1313	3487	665
18523	8858	1281	3637	687
19144	9015	1482	3570	516
18315	8844	1381	3543	438
18506	9015	1399	3602	375
18820	9092	1562	3661	492
18323	8943	1418	3579	515
18348	9012	1320	3320	637
19572	8963	1660	3792	427
19377	9045	1458	3988	408
19062	9074	1378	3656	521
18755	8741	1540	3546	498
18637	8740	1344	3614	459
18736	8602	1236	3823	404
18884	8619	1430	3725	597
18742	8613	1430	3659	385
19261	8766	1393	3696	786
19092	8521	1225	3787	818
19283	9064	1235	3662	419
19618	8882	1313	3829	690
19653	8992	1302	3645	692
18832	8849	1304	3762	551
19336	9087	1339	3809	638
